2013-08-14 15:15:25,0,0,0
2013-08-14 15:16:25,0,0,0
2013-08-14 15:17:25,0,0,0
2013-08-14 15:19:55,0,0,0
2013-08-14 15:20:55,0,0,0
2013-08-14 15:25:29,0,0,0
2013-08-14 15:26:29,0,0,0
2013-08-14 15:27:29,59708,59708,0
2013-08-14 15:28:29,118445,118445,0
2013-08-14 15:29:29,192080,192080,0
2013-08-14 15:30:29,232688,232688,0
2013-08-14 15:31:29,282099,282099,0
2013-08-14 15:31:49,0,0,0
2013-08-14 15:32:49,0,0,0
2013-08-14 15:33:49,55065,55065,0
2013-08-14 15:34:49,108548,108548,0
2013-08-14 15:35:49,138156,138156,0
2013-08-14 15:36:49,202444,202444,0
2013-08-14 15:37:49,817514,817514,0
2013-08-14 15:38:49,1293623,1293623,0
2013-08-14 15:39:49,1809353,1809353,0
2013-08-14 15:40:49,2366039,2366039,0
2013-08-14 15:41:49,2730186,2730186,0
2013-08-14 15:42:49,3307939,3307940,0
2013-08-14 15:43:49,3496948,3496948,0
2013-08-14 15:44:49,3911469,3911469,0
2013-08-14 15:45:49,4518509,4518509,0
2013-08-14 15:46:49,4692493,4692493,0
2013-08-14 15:47:49,5121791,5121791,0
2013-08-14 15:48:49,5600951,5600951,0
2013-08-14 15:49:49,5814057,5814057,0
2013-08-14 15:50:49,6138079,6138079,0
2013-08-14 15:51:49,6449003,6449003,0
2013-08-14 15:52:49,6712668,6712668,0
2013-08-14 15:53:49,6924732,6924732,0
2013-08-14 15:54:49,7272572,7272572,0
2013-08-14 15:55:49,7629351,7629351,0
2013-08-14 15:56:49,7826901,7826901,0
2013-08-14 15:57:49,8052906,8052906,0
2013-08-14 15:58:49,8363097,8363097,0
2013-08-14 15:59:49,8643210,8643211,0
2013-08-14 16:00:49,8884812,8884812,0
2013-08-14 16:01:49,9083028,9083028,0
2013-08-14 16:02:49,9265969,9265969,0
2013-08-14 16:03:49,9621001,9621001,0
2013-08-14 16:04:49,9917097,9917097,0
2013-08-14 16:05:49,10119499,10119499,0
2013-08-14 16:06:49,10400371,10400371,0
2013-08-14 16:07:49,10571541,10571541,0
2013-08-14 16:08:49,10870869,10870869,0
2013-08-14 16:09:49,11012640,11012640,0
2013-08-14 16:10:49,11191999,11191999,0
2013-08-14 16:11:49,11314368,11314368,0
2013-08-14 16:12:49,11500361,11500361,0
2013-08-14 16:13:49,11704376,11704376,0
2013-08-14 16:14:49,11844112,11844112,0
2013-08-14 16:15:49,12084481,12084481,0
2013-08-14 16:16:49,12288593,12288593,0
2013-08-14 16:17:49,12472621,12472621,0
2013-08-14 16:18:49,12648487,12648487,0
2013-08-14 16:19:49,12768859,12768859,0
2013-08-14 16:20:49,12894063,12894063,0
2013-08-14 16:21:49,13054124,13054124,0
2013-08-14 16:22:49,13197778,13197778,0
2013-08-14 16:23:49,13311354,13311354,0
2013-08-14 16:24:49,13421915,13421915,0
2013-08-14 16:25:49,13515313,13515313,0
2013-08-14 16:26:49,13679160,13679160,0
2013-08-14 16:27:49,13774619,13774619,0
2013-08-14 16:28:49,13886658,13886658,0
2013-08-14 16:29:49,13978124,13978124,0
2013-08-14 16:30:49,14068826,14068826,0
2013-08-14 16:31:49,14188141,14188141,0
2013-08-14 16:32:49,14291911,14291911,0
2013-08-14 16:33:49,14349156,14349156,0
2013-08-14 16:34:49,14479389,14479389,0
2013-08-14 16:35:49,14581264,14581264,0
2013-08-14 16:36:49,14665001,14665001,0
2013-08-14 16:37:49,14771162,14771162,0
2013-08-14 16:38:49,14830999,14830999,0
2013-08-14 16:39:49,14934265,14934265,0
2013-08-14 16:40:49,15016746,15016746,0
2013-08-14 16:41:49,15091589,15091589,0
2013-08-14 16:42:49,15169665,15169665,0
2013-08-14 16:43:49,15269423,15269423,0
2013-08-14 16:44:49,15342984,15342984,0
2013-08-14 16:45:49,15417850,15417850,0
2013-08-14 16:46:49,15518358,15518358,0
2013-08-14 16:47:49,15616566,15616566,0
2013-08-14 16:48:49,15672275,15672275,0
2013-08-14 16:49:49,15735400,15735400,0
2013-08-14 16:50:49,15799560,15799560,0
2013-08-14 16:51:49,15860564,15860564,0
2013-08-14 16:52:49,15924998,15924998,0
2013-08-14 16:53:49,15998883,15998883,0
2013-08-14 16:54:49,16052750,16052750,0
2013-08-14 16:55:49,16137717,16137717,0
2013-08-14 16:56:49,16213322,16213322,0
2013-08-14 16:57:49,16253470,16253470,0
2013-08-14 16:58:49,16353726,16353726,0
2013-08-14 16:59:49,16423061,16423061,0
2013-08-14 17:00:49,16504394,16504394,0
2013-08-14 17:01:49,16552267,16552267,0
2013-08-14 17:02:49,16619539,16619539,0
2013-08-14 17:03:49,16689267,16689267,0
2013-08-14 17:04:49,16744215,16744215,0
2013-08-14 17:05:49,16795748,16795748,0
2013-08-14 17:06:49,16859895,16859895,0
